Exp,Treatment,Prey,Rep,TargetMR,TargetHP,ExpDay,File,DATE,TIME,PAR,Fo(or_F),Fm,FmDec,Fv,FvDEC,Fv/Fm,FvD/FmD,Sigma,p,Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fm(PAM),Fv/Fm(PAM),GAIN,MTF:Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fo-prime,qp-coeff,PAR,ETR,1/Tau,NPQ
2,6,40,C,1000,40000,8,mh113023.172,11/30/23,71901,98,7642,9691,10104,2050,2463,0.212,0.244,114.7,0.33,0.42,856,0.54,12111,0.04,60000,--------,-------,7184,9246,0,7751,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6630.5,0.67,98,74.5,139.2,0.07
2,6,40,C,1000,40000,8,mh113023.173,11/30/23,71924,123,7814,9559,9906,1746,2092,0.183,0.211,114.4,0.36,0.38,866,0.58,11430,0.04,60000,--------,-------,7263,9343,0,7904,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6744.2,0.62,123,80.7,137.7,0.09
2,6,40,C,1000,40000,8,mh113023.174,11/30/23,71947,148,7843,9397,9714,1554,1871,0.165,0.193,113.5,0.38,0.37,858,0.58,10880,0.06,60000,--------,-------,6988,10081,0,7930,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6734.7,0.58,148,87.9,143.1,0.1
2,6,40,C,1000,40000,8,mh113023.175,11/30/23,71969,173,7960,9341,9634,1381,1675,0.148,0.174,115.2,0.38,0.35,851,0.59,10504,0.06,60000,--------,-------,6887,9838,0,8037,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6825.6,0.55,173,91.9,145.2,0.11
2,6,40,C,1000,40000,8,mh113023.176,11/30/23,71992,198,8009,9295,9533,1286,1523,0.138,0.16,111.3,0.38,0.35,913,0.58,10357,0.07,60000,--------,-------,6842,10661,0,8087,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6853.1,0.53,198,98.4,146.2,0.12
2,6,40,C,1000,40000,8,mh113023.177,11/30/23,72015,223,7853,9027,9253,1174,1400,0.13,0.151,110.8,0.38,0.33,877,0.6,10032,0.06,60000,--------,-------,6768,10036,0,7917,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6707.8,0.51,223,104.2,147.8,0.15
2,6,40,C,1000,40000,8,mh113023.178,11/30/23,72038,248,8068,9183,9414,1115,1346,0.121,0.143,112.7,0.37,0.34,853,0.58,9709,0.08,60000,--------,-------,6471,10783,0,8140,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6889.2,0.49,248,108.2,154.5,0.13
2,6,40,C,1000,40000,8,mh113023.179,11/30/23,72061,273,8057,9108,9310,1051,1253,0.115,0.135,110.5,0.39,0.31,863,0.61,9304,0.08,60000,--------,-------,6472,10638,0,8120,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6854.2,0.47,273,113.2,154.5,0.14
2,6,40,C,1000,40000,8,mh113023.180,11/30/23,72084,298,8020,8965,9152,946,1133,0.105,0.124,114.4,0.42,0.3,872,0.63,9362,0.08,60000,--------,-------,6638,10724,0,8076,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6851.7,0.45,298,112.9,150.6,0.16
2,6,40,D,1000,40000,8,mh113023.181,11/30/23,72141,0,4927,9675,10253,4749,5326,0.491,0.519,139.4,0.4,0.58,435,0.34,2716,0.08,60000,--------,-------,1282,6065,0,5188,0.05,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5302.2,1,0,0,780,0
2,6,40,D,1000,40000,8,mh113023.182,11/30/23,72164,12,5539,9361,9817,3822,4278,0.408,0.436,128.6,0.36,0.64,739,0.22,5457,0.13,60000,--------,-------,1962,9763,0,5752,0.04,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5683.9,1.04,12,17.1,509.7,0.03
2,6,40,D,1000,40000,8,mh113023.183,11/30/23,72187,24,6026,9589,10142,3563,4116,0.372,0.406,124.6,0.35,0.59,875,0.33,11942,0.08,60000,--------,-------,4832,9153,0,6219,0.03,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5848.1,0.95,24,31.1,207,0.01
2,6,40,D,1000,40000,8,mh113023.184,11/30/23,72210,36,6460,9750,10288,3291,3829,0.337,0.372,122.2,0.33,0.55,872,0.4,12783,0.06,60000,--------,-------,5877,8956,0,6640,0.03,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6042.4,0.89,36,42.4,170.2,-0.01
2,6,40,D,1000,40000,8,mh113023.185,11/30/23,72233,48,6631,9692,10192,3061,3562,0.316,0.349,121.8,0.34,0.53,841,0.4,12554,0.07,60000,--------,-------,5878,9481,0,6805,0.03,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6057.9,0.84,48,52.9,170.1,0
2,6,40,D,1000,40000,8,mh113023.186,11/30/23,72255,73,7163,9586,10040,2424,2877,0.253,0.287,118.3,0.37,0.44,869,0.52,12719,0.04,60000,--------,-------,7286,9416,0,7285,0.02,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6284.2,0.73,73,64.4,137.2,0.01
2,6,40,D,1000,40000,8,mh113023.187,11/30/23,72278,98,7155,9200,9596,2045,2441,0.222,0.254,114.6,0.34,0.41,814,0.53,11481,0.06,60000,--------,-------,6820,9782,0,7273,0.02,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6186.2,0.68,98,76,146.6,0.05
2,6,40,D,1000,40000,8,mh113023.188,11/30/23,72301,123,7559,9336,9706,1777,2147,0.19,0.221,115.5,0.36,0.39,837,0.56,11555,0.05,60000,--------,-------,7170,9679,0,7659,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6481.9,0.62,123,81.7,139.5,0.04
2,6,40,D,1000,40000,8,mh113023.189,11/30/23,72324,148,7572,9088,9391,1516,1819,0.167,0.194,115.4,0.4,0.36,879,0.57,11103,0.08,60000,--------,-------,7159,11331,0,7667,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6439.9,0.57,148,86.1,139.7,0.06
2,6,40,D,1000,40000,8,mh113023.190,11/30/23,72347,173,7761,9133,9401,1372,1640,0.15,0.174,115.7,0.39,0.34,873,0.61,10849,0.05,60000,--------,-------,7303,9878,0,7831,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6615.8,0.55,173,90.7,136.9,0.06
2,6,40,D,1000,40000,8,mh113023.191,11/30/23,72370,198,7809,9097,9357,1288,1548,0.142,0.165,111.8,0.36,0.34,840,0.59,10264,0.06,60000,--------,-------,6801,10101,0,7881,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6649.7,0.53,198,97.8,147,0.06
2,6,40,D,1000,40000,8,mh113023.192,11/30/23,72393,223,7711,8851,9067,1140,1356,0.129,0.15,110.7,0.38,0.33,898,0.61,10527,0.06,60000,--------,-------,7118,10112,0,7774,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6539.5,0.49,223,100.2,140.5,0.09
2,6,40,D,1000,40000,8,mh113023.193,11/30/23,72416,248,7659,8669,8864,1010,1205,0.117,0.136,112.6,0.42,0.3,855,0.64,10269,0.05,60000,--------,-------,7259,9993,0,7712,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6483.3,0.46,248,100.8,137.8,0.12
2,6,40,D,1000,40000,8,mh113023.194,11/30/23,72439,273,7629,8572,8762,943,1133,0.11,0.129,110.4,0.41,0.3,870,0.61,9489,0.09,60000,--------,-------,6670,11451,0,7689,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6466.7,0.45,273,104.8,149.9,0.13
2,6,40,D,1000,40000,8,mh113023.195,11/30/23,72462,298,7701,8619,8817,918,1117,0.106,0.127,110.7,0.41,0.31,842,0.63,9531,0.05,60000,--------,-------,6677,9607,0,7745,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6547.2,0.44,298,110.7,149.8,0.12
2,7,61.62333333,C,1000,61623,8,mh113023.196,11/30/23,72527,0,5274,10177,10766,4902,5491,0.482,0.51,138.4,0.39,0.58,451,0.33,2776,0.09,60000,--------,-------,1289,6593,0,5548,0.05,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5673.7,1,0,0,775.6,0
2,7,61.62333333,C,1000,61623,8,mh113023.197,11/30/23,72550,12,6427,10566,11118,4138,4690,0.392,0.422,126.9,0.33,0.66,790,0.23,8463,0.11,60000,--------,-------,2792,8905,0,6666,0.04,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6601.9,1.04,12,16.6,358.2,-0.04
2,7,61.62333333,C,1000,61623,8,mh113023.198,11/30/23,72573,24,6818,10424,11036,3606,4218,0.346,0.382,120.3,0.32,0.58,927,0.36,14033,0.06,60000,--------,-------,5908,9022,0,7016,0.03,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6616.3,0.95,24,29.3,169.3,-0.02
2,7,61.62333333,C,1000,61623,8,mh113023.199,11/30/23,72596,36,6888,10037,10591,3149,3703,0.314,0.35,119.9,0.33,0.53,905,0.42,14452,0.05,60000,--------,-------,6944,9614,0,7062,0.02,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6426.5,0.87,36,39.9,144,0.01
2,7,61.62333333,C,1000,61623,8,mh113023.200,11/30/23,72618,48,6980,9858,10338,2877,3357,0.292,0.325,118.3,0.33,0.5,854,0.45,13915,0.05,60000,--------,-------,7037,9522,0,7139,0.02,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6379.7,0.83,48,49.4,142.1,0.03
2,7,61.62333333,C,1000,61623,8,mh113023.201,11/30/23,72641,73,7433,9727,10164,2295,2732,0.236,0.269,115.2,0.32,0.43,843,0.53,13478,0.03,60000,--------,-------,7834,9628,0,7558,0.02,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6577.1,0.73,73,60.8,127.6,0.05
2,7,61.62333333,C,1000,61623,8,mh113023.202,11/30/23,72664,98,7366,9241,9618,1875,2253,0.203,0.234,115.4,0.35,0.4,830,0.57,12814,0.04,60000,--------,-------,7883,9927,0,7468,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6403.6,0.66,98,70.2,126.8,0.1
2,7,61.62333333,C,1000,61623,8,mh113023.203,11/30/23,72687,123,7246,8830,9134,1584,1888,0.179,0.207,114.2,0.35,0.37,844,0.59,12437,0.04,60000,--------,-------,8005,9981,0,7331,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6246.7,0.61,123,77.9,124.9,0.15
2,7,61.62333333,C,1000,61623,8,mh113023.204,11/30/23,72710,148,7812,9193,9471,1382,1660,0.15,0.175,113.5,0.39,0.33,886,0.61,12493,0.05,60000,--------,-------,8388,11118,0,7889,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6686.4,0.55,148,78.5,119.2,0.11
2,7,61.62333333,C,1000,61623,8,mh113023.205,11/30/23,72733,173,8184,9468,9727,1284,1543,0.136,0.159,111.6,0.37,0.34,917,0.62,12383,0.04,60000,--------,-------,8341,10431,0,8254,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,7008.4,0.52,173,82.8,119.9,0.07
2,7,61.62333333,C,1000,61623,8,mh113023.206,11/30/23,72756,198,8265,9383,9611,1118,1346,0.119,0.14,115.6,0.43,0.29,906,0.62,11515,0.09,60000,--------,-------,8117,12993,0,8338,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,7058,0.48,198,83.3,123.2,0.08
2,7,61.62333333,C,1000,61623,8,mh113023.207,11/30/23,72779,223,8178,9245,9461,1068,1284,0.116,0.136,109.4,0.36,0.31,885,0.63,11137,0.05,60000,--------,-------,7737,10465,0,8235,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,7010.1,0.48,223,90.9,129.2,0.1
2,7,61.62333333,C,1000,61623,8,mh113023.208,11/30/23,72802,248,8384,9392,9599,1009,1215,0.107,0.127,109.6,0.38,0.3,918,0.61,10985,0.09,60000,--------,-------,7644,12584,0,8451,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,7159,0.45,248,94,130.8,0.08
2,7,61.62333333,C,1000,61623,8,mh113023.209,11/30/23,72825,273,8050,9000,9171,950,1121,0.106,0.122,103.6,0.38,0.31,894,0.62,10573,0.07,60000,--------,-------,7364,10924,0,8104,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6896.4,0.45,273,101.7,135.8,0.13
2,7,61.62333333,C,1000,61623,8,mh113023.210,11/30/23,72848,298,8124,9012,9172,887,1048,0.098,0.114,107.3,0.38,0.29,921,0.63,10353,0.08,60000,--------,-------,7343,11510,0,8180,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6989.5,0.44,298,103.5,136.2,0.13
2,7,61.62333333,D,1000,61623,8,mh113023.211,11/30/23,73035,0,4982,9434,9947,4452,4965,0.472,0.499,139.9,0.38,0.55,423,0.36,2539,0.09,60000,--------,-------,1259,6632,0,5237,0.05,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5354.2,1,0,0,794.1,0
2,7,61.62333333,D,1000,61623,8,mh113023.212,11/30/23,73058,12,5750,9358,9864,3608,4114,0.386,0.417,126.7,0.34,0.66,791,0.22,7511,0.12,60000,--------,-------,2456,9398,0,5945,0.03,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5925,1.05,12,16.8,407.1,0.01
2,7,61.62333333,D,1000,61623,8,mh113023.213,11/30/23,73081,24,6432,9756,10290,3324,3858,0.341,0.375,119,0.31,0.58,959,0.36,14366,0.06,60000,--------,-------,6100,9391,0,6621,0.03,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6241,0.95,24,29.8,163.9,-0.03
2,7,61.62333333,D,1000,61623,8,mh113023.214,11/30/23,73103,36,6404,9200,9668,2795,3264,0.304,0.338,118.5,0.33,0.52,921,0.44,14256,0.04,60000,--------,-------,7077,9340,0,6551,0.02,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6001.9,0.87,36,39.8,141.3,0.03
2,7,61.62333333,D,1000,61623,8,mh113023.215,11/30/23,73126,48,6714,9365,9827,2651,3113,0.283,0.317,117.7,0.31,0.5,854,0.45,13813,0.05,60000,--------,-------,6997,9403,0,6855,0.02,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6162.6,0.83,48,49.5,142.9,0.01
2,7,61.62333333,D,1000,61623,8,mh113023.216,11/30/23,73149,73,7111,9130,9523,2019,2412,0.221,0.253,113.7,0.35,0.41,874,0.54,13979,0.05,60000,--------,-------,8319,10709,0,7223,0.02,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6280.4,0.71,73,58.8,120.2,0.03
2,7,61.62333333,D,1000,61623,8,mh113023.217,11/30/23,73172,98,7321,9054,9402,1733,2081,0.191,0.221,111.1,0.35,0.38,834,0.59,13006,0.03,60000,--------,-------,8222,10030,0,7414,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6387.2,0.65,98,68.3,121.6,0.04
2,7,61.62333333,D,1000,61623,8,mh113023.218,11/30/23,73195,123,7587,9082,9370,1495,1783,0.165,0.19,112.2,0.37,0.35,917,0.59,13117,0.05,60000,--------,-------,8569,11227,0,7674,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6557.8,0.59,123,73.7,116.7,0.04
2,7,61.62333333,D,1000,61623,8,mh113023.219,11/30/23,73218,148,7692,9038,9301,1346,1610,0.149,0.173,110.7,0.38,0.33,900,0.62,12244,0.05,60000,--------,-------,8259,10663,0,7765,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6633.1,0.56,148,80.3,121.1,0.04
2,7,61.62333333,D,1000,61623,8,mh113023.220,11/30/23,73241,173,7718,8924,9159,1206,1441,0.135,0.157,108.4,0.37,0.33,871,0.6,11653,0.07,60000,--------,-------,7828,11501,0,7788,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6663,0.53,173,85.1,127.8,0.06
2,7,61.62333333,D,1000,61623,8,mh113023.221,11/30/23,73264,198,7678,8709,8914,1031,1236,0.118,0.139,113.9,0.42,0.3,903,0.62,11589,0.08,60000,--------,-------,8096,12205,0,7744,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6618,0.49,198,85.3,123.5,0.08
2,7,61.62333333,D,1000,61623,8,mh113023.222,11/30/23,73287,223,7360,8301,8479,941,1119,0.113,0.132,110.2,0.4,0.31,872,0.61,11509,0.07,60000,--------,-------,7911,11713,0,7416,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6322,0.48,223,92.1,126.4,0.14
2,7,61.62333333,D,1000,61623,8,mh113023.223,11/30/23,73310,248,7289,8135,8284,845,994,0.104,0.12,113.8,0.43,0.29,860,0.62,11121,0.09,60000,--------,-------,7859,12565,0,7341,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6253.9,0.45,248,93.8,127.2,0.16
2,7,61.62333333,D,1000,61623,8,mh113023.224,11/30/23,73333,273,7357,8144,8264,788,907,0.097,0.11,112.7,0.42,0.29,1042,0.6,10897,0.11,60000,--------,-------,7633,13395,0,7409,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6330.5,0.43,273,96.1,131,0.16
2,7,61.62333333,D,1000,61623,8,mh113023.225,11/30/23,73355,298,7627,8410,8548,783,921,0.093,0.108,108.9,0.4,0.27,854,0.58,9526,0.15,60000,--------,-------,6749,14950,0,7688,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6572.4,0.43,298,101,148.2,0.12
2,2,5,A,0,5000,8,mh113023.226,11/30/23,73419,0,23738,46106,46410,22368,22672,0.485,0.489,190.3,0.29,0.58,507,0.33,2863,0.09,80763,--------,-------,1363,8664,0,25688,0.08,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,25219.5,1,0,0,733.8,0
2,2,5,A,0,5000,8,mh113023.227,11/30/23,73441,12,26149,43729,48357,17580,22208,0.402,0.459,132.4,0.13,0.67,924,0.23,14408,0.09,60000,--------,-------,4399,9461,0,27532,0.05,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,27369.9,1.07,12,23.2,227.3,0.05
2,2,5,A,0,5000,8,mh113023.228,11/30/23,73464,24,33707,48250,52595,14543,18888,0.301,0.359,111.6,0.1,0.51,1244,0.46,15325,0.03,60000,--------,-------,7869,9414,0,34628,0.03,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,31061,0.85,24,34.8,127.1,1.3
2,2,5,A,0,5000,8,mh113023.229,11/30/23,73487,36,30323,39413,42227,9090,11903,0.231,0.282,101.7,0.17,0.43,1146,0.54,14497,0.03,60000,--------,-------,8533,10225,0,30864,0.02,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,27253.2,0.75,36,40,117.2,1.82
2,2,5,A,0,5000,8,mh113023.230,11/30/23,73510,48,29650,37131,39400,7481,9749,0.201,0.247,103.7,0.2,0.43,1073,0.53,14729,0.04,60000,--------,-------,8589,10516,0,30091,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,26531.9,0.71,48,46.6,116.4,1.99
2,2,5,A,0,5000,8,mh113023.231,11/30/23,73533,73,29476,34252,35795,4776,6319,0.139,0.177,100.5,0.3,0.37,1030,0.6,14158,0.04,60000,--------,-------,9153,10941,0,29761,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,26358.8,0.61,73,49,109.3,2.25
2,2,5,A,0,5000,8,mh113023.232,11/30/23,73556,98,29769,33390,34565,3622,4796,0.108,0.139,105,0.33,0.37,1053,0.59,14058,0.04,60000,--------,-------,9026,10892,0,29998,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,26817.1,0.55,98,51.2,110.8,2.33
2,2,5,A,0,5000,8,mh113023.233,11/30/23,73579,123,30216,33255,34226,3039,4010,0.091,0.117,108.2,0.37,0.38,1034,0.58,13628,0.04,60000,--------,-------,8682,10657,0,30387,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,27315.7,0.51,123,54.1,115.2,2.34
2,2,5,A,0,5000,8,mh113023.234,11/30/23,73602,148,30332,33114,34016,2782,3684,0.084,0.108,107.9,0.35,0.39,1068,0.57,12893,0.04,60000,--------,-------,8107,10219,0,30505,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,27480.4,0.49,148,59.9,123.4,2.36
2,2,5,A,0,5000,8,mh113023.235,11/30/23,73625,173,30255,32769,33564,2514,3309,0.077,0.099,113.2,0.39,0.38,1006,0.58,12490,0.04,60000,--------,-------,7926,9815,0,30399,0,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,27362.2,0.46,173,63.9,126.2,2.39
2,2,5,A,0,5000,8,mh113023.236,11/30/23,73648,198,30484,32931,33662,2447,3178,0.074,0.094,109,0.36,0.42,1152,0.52,12524,0.06,60000,--------,-------,7398,10541,0,30652,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,27538.4,0.45,198,70.9,135.2,2.38
2,2,5,A,0,5000,8,mh113023.237,11/30/23,73671,223,30357,32634,33300,2277,2942,0.07,0.088,112.6,0.39,0.38,1058,0.55,10993,0.06,60000,--------,-------,6914,10239,0,30497,0,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,27372.1,0.43,223,74.9,144.6,2.41
2,2,5,A,0,5000,8,mh113023.238,11/30/23,73693,248,30071,32188,32784,2117,2713,0.066,0.083,116.4,0.42,0.39,1204,0.54,12183,0.07,60000,--------,-------,7539,11254,0,30216,0,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,27006.9,0.41,248,78.5,132.6,2.45
2,2,5,A,0,5000,8,mh113023.239,11/30/23,73716,273,29893,31962,32561,2069,2668,0.065,0.082,110.8,0.38,0.41,1120,0.52,11053,0.07,60000,--------,-------,6687,10361,0,30033,0,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,26855.2,0.41,273,85.1,149.5,2.48
2,2,5,A,0,5000,8,mh113023.240,11/30/23,73739,298,29869,31857,32376,1988,2507,0.062,0.077,109.5,0.39,0.41,1176,0.55,11922,0.04,60000,--------,-------,7305,9522,0,29986,0,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,26775.9,0.39,298,89.6,136.9,2.49
2,2,5,B,0,5000,8,mh113023.241,11/30/23,73876,0,19829,46049,48406,26220,28577,0.569,0.59,178.5,0.35,0.59,480,0.33,2693,0.08,73406,--------,-------,1274,7369,0,21794,0.09,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,21501.8,1,0,0,784.7,0
2,2,5,B,0,5000,8,mh113023.242,11/30/23,73899,12,28915,48016,52782,19100,23867,0.398,0.452,127.9,0.14,0.66,963,0.24,15990,0.09,60000,--------,-------,5010,10016,0,30361,0.05,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,29674.8,1.04,12,18.4,199.6,-0.04
2,2,5,B,0,5000,8,mh113023.243,11/30/23,73922,24,34062,47954,52089,13892,18027,0.29,0.346,107.6,0.1,0.5,1254,0.47,15298,0.03,60000,--------,-------,8037,9592,0,34925,0.02,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,31280.6,0.83,24,26.8,124.4,-0.04
2,2,5,B,0,5000,8,mh113023.244,11/30/23,73945,36,32138,41003,43757,8865,11619,0.216,0.266,101.3,0.19,0.41,1175,0.55,14586,0.04,60000,--------,-------,8888,10799,0,32651,0.02,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,28869.6,0.73,36,30,112.5,0.12
2,2,5,B,0,5000,8,mh113023.245,11/30/23,73968,48,31774,39152,41400,7378,9626,0.188,0.233,100.5,0.18,0.42,1086,0.54,14626,0.04,60000,--------,-------,8658,10532,0,32203,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,28553.2,0.7,48,34.8,115.5,0.18
2,2,5,B,0,5000,8,mh113023.246,11/30/23,73991,73,31837,36550,38048,4713,6210,0.129,0.163,98.5,0.29,0.36,1068,0.61,14123,0.03,60000,--------,-------,9306,11077,0,32098,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,28573.8,0.59,73,36.2,107.5,0.26
2,2,5,B,0,5000,8,mh113023.247,11/30/23,74014,98,32552,36056,37199,3504,4646,0.097,0.125,104.9,0.37,0.34,1003,0.62,14598,0.04,60000,--------,-------,9750,11950,0,32795,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,29483.4,0.53,98,36.7,102.6,0.28
2,2,5,B,0,5000,8,mh113023.248,11/30/23,74037,123,33018,36035,36997,3018,3979,0.084,0.108,105.7,0.36,0.37,1057,0.59,14371,0.04,60000,--------,-------,9244,11360,0,33225,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,30048.4,0.5,123,39.7,108.2,0.28
2,2,5,B,0,5000,8,mh113023.249,11/30/23,74060,148,33071,35773,36593,2702,3522,0.076,0.096,109.6,0.39,0.38,1125,0.57,13908,0.05,60000,--------,-------,8826,11358,0,33245,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,30144.5,0.48,148,43,113.3,0.29
2,2,5,B,0,5000,8,mh113023.250,11/30/23,74082,173,33045,35537,36302,2492,3257,0.07,0.09,115,0.4,0.37,1084,0.55,12509,0.08,60000,--------,-------,7939,12170,0,33225,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,30101.8,0.46,173,46.7,126,0.3
2,2,5,B,0,5000,8,mh113023.251,11/30/23,74105,198,32888,35196,35888,2308,2999,0.066,0.084,119.1,0.43,0.37,1093,0.53,12302,0.09,60000,--------,-------,7666,12584,0,33062,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,29889.1,0.43,198,50,130.4,0.31
2,2,5,B,0,5000,8,mh113023.252,11/30/23,74128,223,32737,35009,35648,2272,2911,0.065,0.082,114.6,0.39,0.39,1103,0.51,11176,0.11,60000,--------,-------,6820,12516,0,32914,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,29719,0.43,223,55.7,146.6,0.32
2,2,5,B,0,5000,8,mh113023.253,11/30/23,74151,248,32521,34649,35242,2128,2721,0.061,0.077,116,0.42,0.39,1177,0.5,11355,0.11,60000,--------,-------,6911,12927,0,32681,0,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,29427,0.41,248,58.6,144.7,0.33
2,2,5,B,0,5000,8,mh113023.254,11/30/23,74174,273,32370,34333,34862,1963,2492,0.057,0.071,119.1,0.45,0.38,1203,0.5,11422,0.13,60000,--------,-------,6991,13625,0,32522,0,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,29238.7,0.39,273,60.1,143,0.34
